timestamp,datetime_obj,queue_depth,servers_active,total_servers,response_time_ms,resource_utilization,is_holiday,hour,day_of_week,sim_time
2024-04-01T00:04:20,,0,0,15,0,0.0,True,0,0,260
2024-04-01T00:04:25,,1,0,15,0,0.0,True,0,0,265
2024-04-01T00:04:30,,0,0,15,0,0.0,True,0,0,270
2024-04-01T00:04:35,,0,0,15,0,0.0,True,0,0,275
2024-04-01T00:04:40,,0,0,15,0,0.0,True,0,0,280
2024-04-01T00:04:45,,1,0,15,0,0.0,True,0,0,285
2024-04-01T00:04:50,,1,0,15,0,0.0,True,0,0,290
2024-04-01T00:04:55,,2,0,15,0,0.0,True,0,0,295
2024-04-01T00:05:00,,3,0,15,0,0.0,True,0,0,300
2024-04-01T00:05:05,,0,0,15,0,0.0,True,0,0,305
2024-04-01T00:05:10,,2,0,15,0,0.0,True,0,0,310
2024-04-01T00:05:15,,3,0,15,0,0.0,True,0,0,315
2024-04-01T00:05:20,,1,0,15,0,0.0,True,0,0,320
2024-04-01T00:05:25,,0,0,15,0,0.0,True,0,0,325
2024-04-01T00:05:30,,1,0,15,0,0.0,True,0,0,330
2024-04-01T00:05:35,,2,0,15,0,0.0,True,0,0,335
2024-04-01T00:05:40,,0,0,15,0,0.0,True,0,0,340
2024-04-01T00:05:45,,0,0,15,0,0.0,True,0,0,345
2024-04-01T00:05:50,,2,0,15,0,0.0,True,0,0,350
2024-04-01T00:05:55,,1,0,15,0,0.0,True,0,0,355
2024-04-01T00:06:00,,2,0,15,0,0.0,True,0,0,360
2024-04-01T00:06:05,,0,0,15,0,0.0,True,0,0,365
2024-04-01T00:06:10,,2,0,15,0,0.0,True,0,0,370
2024-04-01T00:06:15,,4,0,15,0,0.0,True,0,0,375
2024-04-01T00:06:20,,1,0,15,0,0.0,True,0,0,380
2024-04-01T00:06:25,,0,0,15,0,0.0,True,0,0,385
2024-04-01T00:06:30,,0,0,15,0,0.0,True,0,0,390
2024-04-01T00:06:35,,0,0,15,0,0.0,True,0,0,395
2024-04-01T00:06:40,,1,0,15,0,0.0,True,0,0,400
2024-04-01T00:06:45,,0,0,15,0,0.0,True,0,0,405
2024-04-01T00:06:50,,0,0,15,0,0.0,True,0,0,410
2024-04-01T00:06:55,,2,0,15,0,0.0,True,0,0,415
2024-04-01T00:07:00,,1,0,15,0,0.0,True,0,0,420
2024-04-01T00:07:05,,2,0,15,0,0.0,True,0,0,425
2024-04-01T00:07:10,,0,0,15,0,0.0,True,0,0,430
2024-04-01T00:07:15,,0,0,15,0,0.0,True,0,0,435
2024-04-01T00:07:20,,2,0,15,0,0.0,True,0,0,440
2024-04-01T00:07:25,,0,0,15,0,0.0,True,0,0,445
2024-04-01T00:07:30,,2,0,15,0,0.0,True,0,0,450
2024-04-01T00:07:35,,1,0,15,0,0.0,True,0,0,455
2024-04-01T00:07:40,,1,0,15,0,0.0,True,0,0,460
2024-04-01T00:07:45,,2,0,15,0,0.0,True,0,0,465
2024-04-01T00:07:50,,2,0,15,0,0.0,True,0,0,470
2024-04-01T00:07:55,,1,0,15,0,0.0,True,0,0,475
2024-04-01T00:08:00,,1,0,15,0,0.0,True,0,0,480
2024-04-01T00:08:05,,3,0,15,0,0.0,True,0,0,485
2024-04-01T00:08:10,,1,0,15,0,0.0,True,0,0,490
2024-04-01T00:08:15,,4,0,15,0,0.0,True,0,0,495
2024-04-01T00:08:20,,0,0,15,0,0.0,True,0,0,500
2024-04-01T00:08:25,,0,0,15,0,0.0,True,0,0,505
2024-04-01T00:08:30,,2,0,15,0,0.0,True,0,0,510
2024-04-01T00:08:35,,1,0,15,0,0.0,True,0,0,515
2024-04-01T00:08:40,,2,0,15,0,0.0,True,0,0,520
2024-04-01T00:08:45,,0,0,15,0,0.0,True,0,0,525
2024-04-01T00:08:50,,0,0,15,0,0.0,True,0,0,530
2024-04-01T00:08:55,,2,0,15,0,0.0,True,0,0,535
2024-04-01T00:09:00,,1,0,15,0,0.0,True,0,0,540
2024-04-01T00:09:05,,2,0,15,0,0.0,True,0,0,545
2024-04-01T00:09:10,,1,0,15,0,0.0,True,0,0,550
2024-04-01T00:09:15,,1,0,15,0,0.0,True,0,0,555
2024-04-01T00:09:20,,0,0,15,0,0.0,True,0,0,560
2024-04-01T00:09:25,,2,0,15,0,0.0,True,0,0,565
2024-04-01T00:09:30,,2,0,15,0,0.0,True,0,0,570
2024-04-01T00:09:35,,0,0,15,0,0.0,True,0,0,575
2024-04-01T00:09:40,,0,0,15,0,0.0,True,0,0,580
2024-04-01T00:09:45,,1,0,15,0,0.0,True,0,0,585
2024-04-01T00:09:50,,0,0,15,0,0.0,True,0,0,590
2024-04-01T00:09:55,,1,0,15,0,0.0,True,0,0,595
2024-04-01T00:10:00,,0,0,15,0,0.0,True,0,0,600
2024-04-01T00:10:05,,0,0,15,0,0.0,True,0,0,605
2024-04-01T00:10:10,,1,0,15,0,0.0,True,0,0,610
2024-04-01T00:10:15,,0,0,15,0,0.0,True,0,0,615
2024-04-01T00:10:20,,0,0,15,0,0.0,True,0,0,620
2024-04-01T00:10:25,,1,0,15,0,0.0,True,0,0,625
2024-04-01T00:10:30,,1,0,15,0,0.0,True,0,0,630
2024-04-01T00:10:35,,0,0,15,0,0.0,True,0,0,635
2024-04-01T00:10:40,,2,0,15,0,0.0,True,0,0,640
2024-04-01T00:10:45,,1,0,15,0,0.0,True,0,0,645
2024-04-01T00:10:50,,2,0,15,0,0.0,True,0,0,650
2024-04-01T00:10:55,,3,0,15,0,0.0,True,0,0,655
2024-04-01T00:11:00,,1,0,15,0,0.0,True,0,0,660
2024-04-01T00:11:05,,0,0,15,0,0.0,True,0,0,665
2024-04-01T00:11:10,,2,0,15,0,0.0,True,0,0,670
2024-04-01T00:11:15,,2,0,15,0,0.0,True,0,0,675
2024-04-01T00:11:20,,1,0,15,0,0.0,True,0,0,680
2024-04-01T00:11:25,,2,0,15,0,0.0,True,0,0,685
2024-04-01T00:11:30,,0,0,15,0,0.0,True,0,0,690
2024-04-01T00:11:35,,1,0,15,0,0.0,True,0,0,695
2024-04-01T00:11:40,,1,0,15,0,0.0,True,0,0,700
2024-04-01T00:11:45,,1,0,15,0,0.0,True,0,0,705
2024-04-01T00:11:50,,1,0,15,0,0.0,True,0,0,710
2024-04-01T00:11:55,,3,0,15,0,0.0,True,0,0,715
2024-04-01T00:12:00,,0,0,15,0,0.0,True,0,0,720
2024-04-01T00:12:05,,2,0,15,0,0.0,True,0,0,725
2024-04-01T00:12:10,,0,0,15,0,0.0,True,0,0,730
2024-04-01T00:12:15,,1,0,15,0,0.0,True,0,0,735
2024-04-01T00:12:20,,2,0,15,0,0.0,True,0,0,740
2024-04-01T00:12:25,,1,0,15,0,0.0,True,0,0,745
2024-04-01T00:12:30,,4,0,15,0,0.0,True,0,0,750
2024-04-01T00:12:35,,1,0,15,0,0.0,True,0,0,755
2024-04-01T00:12:40,,0,0,15,0,0.0,True,0,0,760
2024-04-01T00:12:45,,1,0,15,0,0.0,True,0,0,765
2024-04-01T00:12:50,,0,0,15,0,0.0,True,0,0,770
2024-04-01T00:12:55,,0,0,15,0,0.0,True,0,0,775
2024-04-01T00:13:00,,0,0,15,0,0.0,True,0,0,780
2024-04-01T00:13:05,,1,0,15,0,0.0,True,0,0,785
2024-04-01T00:13:10,,4,0,15,0,0.0,True,0,0,790
2024-04-01T00:13:15,,1,0,15,0,0.0,True,0,0,795
2024-04-01T00:13:20,,0,0,15,0,0.0,True,0,0,800
2024-04-01T00:13:25,,0,0,15,0,0.0,True,0,0,805
2024-04-01T00:13:30,,1,0,15,0,0.0,True,0,0,810
2024-04-01T00:13:35,,2,0,15,0,0.0,True,0,0,815
2024-04-01T00:13:40,,0,0,15,0,0.0,True,0,0,820
2024-04-01T00:13:45,,1,0,15,0,0.0,True,0,0,825
2024-04-01T00:13:50,,4,0,15,0,0.0,True,0,0,830
2024-04-01T00:13:55,,1,0,15,0,0.0,True,0,0,835
2024-04-01T00:14:00,,1,0,15,0,0.0,True,0,0,840
2024-04-01T00:14:05,,0,0,15,0,0.0,True,0,0,845
2024-04-01T00:14:10,,0,0,15,0,0.0,True,0,0,850
2024-04-01T00:14:15,,0,0,15,0,0.0,True,0,0,855
2024-04-01T00:14:20,,0,0,15,0,0.0,True,0,0,860
2024-04-01T00:14:25,,0,0,15,0,0.0,True,0,0,865
2024-04-01T00:14:30,,0,0,15,0,0.0,True,0,0,870
2024-04-01T00:14:35,,2,0,15,0,0.0,True,0,0,875
2024-04-01T00:14:40,,2,0,15,0,0.0,True,0,0,880
2024-04-01T00:14:45,,1,0,15,0,0.0,True,0,0,885
2024-04-01T00:14:50,,0,0,15,0,0.0,True,0,0,890
2024-04-01T00:14:55,,0,0,15,0,0.0,True,0,0,895
2024-04-01T00:15:00,,2,0,15,0,0.0,True,0,0,900
2024-04-01T00:15:05,,0,0,15,0,0.0,True,0,0,905
2024-04-01T00:15:10,,1,0,15,0,0.0,True,0,0,910
2024-04-01T00:15:15,,0,0,15,0,0.0,True,0,0,915
2024-04-01T00:15:20,,0,0,15,0,0.0,True,0,0,920
2024-04-01T00:15:25,,0,0,15,0,0.0,True,0,0,925
2024-04-01T00:15:30,,1,0,15,0,0.0,True,0,0,930
2024-04-01T00:15:35,,1,0,15,0,0.0,True,0,0,935
2024-04-01T00:15:40,,0,0,15,0,0.0,True,0,0,940
2024-04-01T00:15:45,,1,0,15,0,0.0,True,0,0,945
2024-04-01T00:15:50,,0,0,15,0,0.0,True,0,0,950
2024-04-01T00:15:55,,1,0,15,0,0.0,True,0,0,955
2024-04-01T00:16:00,,0,0,15,0,0.0,True,0,0,960
2024-04-01T00:16:05,,0,0,15,0,0.0,True,0,0,965
2024-04-01T00:16:10,,1,0,15,0,0.0,True,0,0,970
2024-04-01T00:16:15,,0,0,15,0,0.0,True,0,0,975
2024-04-01T00:16:20,,0,0,15,0,0.0,True,0,0,980
2024-04-01T00:16:25,,3,0,15,0,0.0,True,0,0,985
2024-04-01T00:16:30,,0,0,15,0,0.0,True,0,0,990
2024-04-01T00:16:35,,2,0,15,0,0.0,True,0,0,995
2024-04-01T00:16:40,,1,0,15,0,0.0,True,0,0,1000
2024-04-01T00:16:45,,1,0,15,0,0.0,True,0,0,1005
2024-04-01T00:16:50,,2,0,15,0,0.0,True,0,0,1010
2024-04-01T00:16:55,,2,0,15,0,0.0,True,0,0,1015
2024-04-01T00:17:00,,1,0,15,0,0.0,True,0,0,1020
2024-04-01T00:17:05,,1,0,15,0,0.0,True,0,0,1025
2024-04-01T00:17:10,,1,0,15,0,0.0,True,0,0,1030
2024-04-01T00:17:15,,4,0,15,0,0.0,True,0,0,1035
2024-04-01T00:17:20,,0,0,15,0,0.0,True,0,0,1040
2024-04-01T00:17:25,,0,0,15,0,0.0,True,0,0,1045
2024-04-01T00:17:30,,1,0,15,0,0.0,True,0,0,1050
2024-04-01T00:17:35,,0,0,15,0,0.0,True,0,0,1055
2024-04-01T00:17:40,,0,0,15,0,0.0,True,0,0,1060
2024-04-01T00:17:45,,4,0,15,0,0.0,True,0,0,1065
2024-04-01T00:17:50,,1,0,15,0,0.0,True,0,0,1070
2024-04-01T00:17:55,,4,0,15,0,0.0,True,0,0,1075
2024-04-01T00:18:00,,0,0,15,0,0.0,True,0,0,1080
2024-04-01T00:18:05,,0,0,15,0,0.0,True,0,0,1085
2024-04-01T00:18:10,,0,0,15,0,0.0,True,0,0,1090
2024-04-01T00:18:15,,2,0,15,0,0.0,True,0,0,1095
2024-04-01T00:18:20,,1,0,15,0,0.0,True,0,0,1100
2024-04-01T00:18:25,,0,0,15,0,0.0,True,0,0,1105
2024-04-01T00:18:30,,0,0,15,0,0.0,True,0,0,1110
2024-04-01T00:18:35,,0,0,15,0,0.0,True,0,0,1115
2024-04-01T00:18:40,,1,0,15,0,0.0,True,0,0,1120
2024-04-01T00:18:45,,5,0,15,0,0.0,True,0,0,1125
2024-04-01T00:18:50,,1,0,15,0,0.0,True,0,0,1130
2024-04-01T00:18:55,,0,0,15,0,0.0,True,0,0,1135
2024-04-01T00:19:00,,2,0,15,0,0.0,True,0,0,1140
2024-04-01T00:19:05,,0,0,15,0,0.0,True,0,0,1145
2024-04-01T00:19:10,,3,0,15,0,0.0,True,0,0,1150
2024-04-01T00:19:15,,3,0,15,0,0.0,True,0,0,1155
2024-04-01T00:19:20,,1,0,15,0,0.0,True,0,0,1160
2024-04-01T00:19:25,,1,0,15,0,0.0,True,0,0,1165
2024-04-01T00:19:30,,1,0,15,0,0.0,True,0,0,1170
2024-04-01T00:19:35,,1,0,15,0,0.0,True,0,0,1175
2024-04-01T00:19:40,,1,0,15,0,0.0,True,0,0,1180
2024-04-01T00:19:45,,2,0,15,0,0.0,True,0,0,1185
2024-04-01T00:19:50,,1,0,15,0,0.0,True,0,0,1190
2024-04-01T00:19:55,,0,0,15,0,0.0,True,0,0,1195
2024-04-01T00:20:00,,1,0,15,0,0.0,True,0,0,1200
2024-04-01T00:20:05,,1,0,15,0,0.0,True,0,0,1205
2024-04-01T00:20:10,,0,0,15,0,0.0,True,0,0,1210
2024-04-01T00:20:15,,1,0,15,0,0.0,True,0,0,1215
2024-04-01T00:20:20,,0,0,15,0,0.0,True,0,0,1220
2024-04-01T00:20:25,,0,0,15,0,0.0,True,0,0,1225
2024-04-01T00:20:30,,0,0,15,0,0.0,True,0,0,1230
2024-04-01T00:20:35,,1,0,15,0,0.0,True,0,0,1235
2024-04-01T00:20:40,,1,0,15,0,0.0,True,0,0,1240
2024-04-01T00:20:45,,3,0,15,0,0.0,True,0,0,1245
2024-04-01T00:20:50,,2,0,15,0,0.0,True,0,0,1250
2024-04-01T00:20:55,,0,0,15,0,0.0,True,0,0,1255
2024-04-01T00:21:00,,2,0,15,0,0.0,True,0,0,1260
2024-04-01T00:21:05,,1,0,15,0,0.0,True,0,0,1265
2024-04-01T00:21:10,,0,0,15,0,0.0,True,0,0,1270
2024-04-01T00:21:15,,0,0,15,0,0.0,True,0,0,1275
2024-04-01T00:21:20,,0,0,15,0,0.0,True,0,0,1280
2024-04-01T00:21:25,,0,0,15,0,0.0,True,0,0,1285
2024-04-01T00:21:30,,1,0,15,0,0.0,True,0,0,1290
2024-04-01T00:21:35,,0,0,15,0,0.0,True,0,0,1295
2024-04-01T00:21:40,,1,0,15,0,0.0,True,0,0,1300
2024-04-01T00:21:45,,2,0,15,0,0.0,True,0,0,1305
2024-04-01T00:21:50,,2,0,15,0,0.0,True,0,0,1310
2024-04-01T00:21:55,,1,0,15,0,0.0,True,0,0,1315
2024-04-01T00:22:00,,0,0,15,0,0.0,True,0,0,1320
2024-04-01T00:22:05,,0,0,15,0,0.0,True,0,0,1325
2024-04-01T00:22:10,,1,0,15,0,0.0,True,0,0,1330
2024-04-01T00:22:15,,0,0,15,0,0.0,True,0,0,1335
2024-04-01T00:22:20,,2,0,15,0,0.0,True,0,0,1340
2024-04-01T00:22:25,,2,0,15,0,0.0,True,0,0,1345
2024-04-01T00:22:30,,0,0,15,0,0.0,True,0,0,1350
2024-04-01T00:22:35,,1,0,15,0,0.0,True,0,0,1355
2024-04-01T00:22:40,,1,0,15,0,0.0,True,0,0,1360
2024-04-01T00:22:45,,1,0,15,0,0.0,True,0,0,1365
2024-04-01T00:22:50,,1,0,15,0,0.0,True,0,0,1370
2024-04-01T00:22:55,,3,0,15,0,0.0,True,0,0,1375
2024-04-01T00:23:00,,2,0,15,0,0.0,True,0,0,1380
2024-04-01T00:23:05,,1,0,15,0,0.0,True,0,0,1385
2024-04-01T00:23:10,,1,0,15,0,0.0,True,0,0,1390
2024-04-01T00:23:15,,2,0,15,0,0.0,True,0,0,1395
2024-04-01T00:23:20,,1,0,15,0,0.0,True,0,0,1400
2024-04-01T00:23:25,,0,0,15,0,0.0,True,0,0,1405
2024-04-01T00:23:30,,1,0,15,0,0.0,True,0,0,1410
2024-04-01T00:23:35,,0,0,15,0,0.0,True,0,0,1415
2024-04-01T00:23:40,,3,0,15,0,0.0,True,0,0,1420
2024-04-01T00:23:45,,2,0,15,0,0.0,True,0,0,1425
2024-04-01T00:23:50,,4,0,15,0,0.0,True,0,0,1430
2024-04-01T00:23:55,,2,0,15,0,0.0,True,0,0,1435
2024-04-01T00:24:00,,0,0,15,0,0.0,True,0,0,1440
2024-04-01T00:24:05,,0,0,15,0,0.0,True,0,0,1445
2024-04-01T00:24:10,,1,0,15,0,0.0,True,0,0,1450
2024-04-01T00:24:15,,1,0,15,0,0.0,True,0,0,1455
2024-04-01T00:24:20,,0,0,15,0,0.0,True,0,0,1460
2024-04-01T00:24:25,,0,0,15,0,0.0,True,0,0,1465
2024-04-01T00:24:30,,0,0,15,0,0.0,True,0,0,1470
2024-04-01T00:24:35,,0,0,15,0,0.0,True,0,0,1475
2024-04-01T00:24:40,,1,0,15,0,0.0,True,0,0,1480
2024-04-01T00:24:45,,2,0,15,0,0.0,True,0,0,1485
2024-04-01T00:24:50,,1,0,15,0,0.0,True,0,0,1490
2024-04-01T00:24:55,,0,0,15,0,0.0,True,0,0,1495
2024-04-01T00:25:00,,1,0,15,0,0.0,True,0,0,1500
2024-04-01T00:25:05,,0,0,15,0,0.0,True,0,0,1505
2024-04-01T00:25:10,,2,0,15,0,0.0,True,0,0,1510
2024-04-01T00:25:15,,1,0,15,0,0.0,True,0,0,1515
2024-04-01T00:25:20,,2,0,15,0,0.0,True,0,0,1520
2024-04-01T00:25:25,,1,0,15,0,0.0,True,0,0,1525
2024-04-01T00:25:30,,0,0,15,0,0.0,True,0,0,1530
2024-04-01T00:25:35,,2,0,15,0,0.0,True,0,0,1535
2024-04-01T00:25:40,,4,0,15,0,0.0,True,0,0,1540
2024-04-01T00:25:45,,0,0,15,0,0.0,True,0,0,1545
2024-04-01T00:25:50,,0,0,15,0,0.0,True,0,0,1550
2024-04-01T00:25:55,,0,0,15,0,0.0,True,0,0,1555
2024-04-01T00:26:00,,2,0,15,0,0.0,True,0,0,1560
2024-04-01T00:26:05,,1,0,15,0,0.0,True,0,0,1565
2024-04-01T00:26:10,,1,0,15,0,0.0,True,0,0,1570
2024-04-01T00:26:15,,0,0,15,0,0.0,True,0,0,1575
2024-04-01T00:26:20,,1,0,15,0,0.0,True,0,0,1580
2024-04-01T00:26:25,,0,0,15,0,0.0,True,0,0,1585
2024-04-01T00:26:30,,1,0,15,0,0.0,True,0,0,1590
2024-04-01T00:26:35,,2,0,15,0,0.0,True,0,0,1595
2024-04-01T00:26:40,,0,0,15,0,0.0,True,0,0,1600
2024-04-01T00:26:45,,0,0,15,0,0.0,True,0,0,1605
2024-04-01T00:26:50,,2,0,15,0,0.0,True,0,0,1610
2024-04-01T00:26:55,,3,0,15,0,0.0,True,0,0,1615
2024-04-01T00:27:00,,2,0,15,0,0.0,True,0,0,1620
2024-04-01T00:27:05,,0,0,15,0,0.0,True,0,0,1625
2024-04-01T00:27:10,,0,0,15,0,0.0,True,0,0,1630
2024-04-01T00:27:15,,0,0,15,0,0.0,True,0,0,1635
2024-04-01T00:27:20,,3,0,15,0,0.0,True,0,0,1640
2024-04-01T00:27:25,,4,0,15,0,0.0,True,0,0,1645
2024-04-01T00:27:30,,0,0,15,0,0.0,True,0,0,1650
2024-04-01T00:27:35,,1,0,15,0,0.0,True,0,0,1655
2024-04-01T00:27:40,,5,0,15,0,0.0,True,0,0,1660
2024-04-01T00:27:45,,0,0,15,0,0.0,True,0,0,1665
2024-04-01T00:27:50,,0,0,15,0,0.0,True,0,0,1670
2024-04-01T00:27:55,,0,0,15,0,0.0,True,0,0,1675
2024-04-01T00:28:00,,1,0,15,0,0.0,True,0,0,1680
2024-04-01T00:28:05,,0,0,15,0,0.0,True,0,0,1685
2024-04-01T00:28:10,,1,0,15,0,0.0,True,0,0,1690
2024-04-01T00:28:15,,2,0,15,0,0.0,True,0,0,1695
2024-04-01T00:28:20,,0,0,15,0,0.0,True,0,0,1700
2024-04-01T00:28:25,,2,0,15,0,0.0,True,0,0,1705
2024-04-01T00:28:30,,1,0,15,0,0.0,True,0,0,1710
2024-04-01T00:28:35,,2,0,15,0,0.0,True,0,0,1715
2024-04-01T00:28:40,,4,0,15,0,0.0,True,0,0,1720
2024-04-01T00:28:45,,1,0,15,0,0.0,True,0,0,1725
2024-04-01T00:28:50,,2,0,15,0,0.0,True,0,0,1730
2024-04-01T00:28:55,,2,0,15,0,0.0,True,0,0,1735
2024-04-01T00:29:00,,0,0,15,0,0.0,True,0,0,1740
2024-04-01T00:29:05,,4,0,15,0,0.0,True,0,0,1745
2024-04-01T00:29:10,,0,0,15,0,0.0,True,0,0,1750
2024-04-01T00:29:15,,0,0,15,0,0.0,True,0,0,1755
2024-04-01T00:29:20,,1,0,15,0,0.0,True,0,0,1760
2024-04-01T00:29:25,,0,0,15,0,0.0,True,0,0,1765
2024-04-01T00:29:30,,1,0,15,0,0.0,True,0,0,1770
2024-04-01T00:29:35,,3,0,15,0,0.0,True,0,0,1775
2024-04-01T00:29:40,,1,0,15,0,0.0,True,0,0,1780
2024-04-01T00:29:45,,0,0,15,0,0.0,True,0,0,1785
2024-04-01T00:29:50,,3,0,15,0,0.0,True,0,0,1790
2024-04-01T00:29:55,,1,0,15,0,0.0,True,0,0,1795
2024-04-01T00:30:00,,3,0,15,0,0.0,True,0,0,1800
2024-04-01T00:30:05,,3,0,15,0,0.0,True,0,0,1805
2024-04-01T00:30:10,,2,0,15,0,0.0,True,0,0,1810
2024-04-01T00:30:15,,0,0,15,0,0.0,True,0,0,1815
2024-04-01T00:30:20,,2,0,15,0,0.0,True,0,0,1820
2024-04-01T00:30:25,,0,0,15,0,0.0,True,0,0,1825
2024-04-01T00:30:30,,5,0,15,0,0.0,True,0,0,1830
2024-04-01T00:30:35,,0,0,15,0,0.0,True,0,0,1835
2024-04-01T00:30:40,,1,0,15,0,0.0,True,0,0,1840
2024-04-01T00:30:45,,2,0,15,0,0.0,True,0,0,1845
2024-04-01T00:30:50,,2,0,15,0,0.0,True,0,0,1850
2024-04-01T00:30:55,,1,0,15,0,0.0,True,0,0,1855
2024-04-01T00:31:00,,1,0,15,0,0.0,True,0,0,1860
2024-04-01T00:31:05,,2,0,15,0,0.0,True,0,0,1865
2024-04-01T00:31:10,,2,0,15,0,0.0,True,0,0,1870
2024-04-01T00:31:15,,1,0,15,0,0.0,True,0,0,1875
2024-04-01T00:31:20,,0,0,15,0,0.0,True,0,0,1880
2024-04-01T00:31:25,,0,0,15,0,0.0,True,0,0,1885
2024-04-01T00:31:30,,1,0,15,0,0.0,True,0,0,1890
2024-04-01T00:31:35,,1,0,15,0,0.0,True,0,0,1895
2024-04-01T00:31:40,,0,0,15,0,0.0,True,0,0,1900
2024-04-01T00:31:45,,0,0,15,0,0.0,True,0,0,1905
2024-04-01T00:31:50,,0,0,15,0,0.0,True,0,0,1910
2024-04-01T00:31:55,,1,0,15,0,0.0,True,0,0,1915
2024-04-01T00:32:00,,2,0,15,0,0.0,True,0,0,1920
2024-04-01T00:32:05,,0,0,15,0,0.0,True,0,0,1925
2024-04-01T00:32:10,,1,0,15,0,0.0,True,0,0,1930
2024-04-01T00:32:15,,1,0,15,0,0.0,True,0,0,1935
2024-04-01T00:32:20,,0,0,15,0,0.0,True,0,0,1940
2024-04-01T00:32:25,,2,0,15,0,0.0,True,0,0,1945
2024-04-01T00:32:30,,2,0,15,0,0.0,True,0,0,1950
2024-04-01T00:32:35,,1,0,15,0,0.0,True,0,0,1955
2024-04-01T00:32:40,,0,0,15,0,0.0,True,0,0,1960
2024-04-01T00:32:45,,0,0,15,0,0.0,True,0,0,1965
2024-04-01T00:32:50,,1,0,15,0,0.0,True,0,0,1970
2024-04-01T00:32:55,,0,0,15,0,0.0,True,0,0,1975
2024-04-01T00:33:00,,0,0,15,0,0.0,True,0,0,1980
2024-04-01T00:33:05,,1,0,15,0,0.0,True,0,0,1985
2024-04-01T00:33:10,,0,0,15,0,0.0,True,0,0,1990
2024-04-01T00:33:15,,0,0,15,0,0.0,True,0,0,1995
2024-04-01T00:33:20,,0,0,15,0,0.0,True,0,0,2000
2024-04-01T00:33:25,,2,0,15,0,0.0,True,0,0,2005
2024-04-01T00:33:30,,0,0,15,0,0.0,True,0,0,2010
